odid	display_name	release_date	release_pattern	distributor	movie_url	production_year	running_time	sequel	opening_weekend_revenue	opening_weekend_theaters	maximum_theaters	theatrical_engagements	domestic_dvd_units	domestic_dvd_spending	domestic_bluray_units	domestic_bluray_spending	creative_type	source	production_method	genre	production_budget	domestic_box_office	international_box_office	inflation_adjusted_domestic_box_	franchise	video_rental_spending	rating	reason	production_company1	production_company2	production_company3	imdbid	movieId	imdb_moviemeter	imdb_rating	imdb_votes
2860100	The Devil Wears Prada	2006-06-30	Wide	20th Century Fox	Devil-Wears-Prada-The	2006	109	0	27537244	2847	2882	19151	6855578	95933800			Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	35000000	124740460	201332695	160543828			PG-13	for some sensuality	Fox 2000 Pictures	Wendy Fineman Productions		458352	45720	648	6.8	67056
2970100	Superbad	2007-08-17	Wide	Sony Pictures	Superbad	2007	112	0	33052411	2948	3069	19999	7397629	136970920	260337	3505388	Contemporary Fiction	Original Screenplay	Live Action	Comedy	17500000	121463226	48491916	148827755			R	for pervasive crude and sexual content, strong language, drinking, some drug use and a fantasy/comic violent image - all involving teens	Columbia Pictures	Judd Apatow		829482	54503	171	7.8	135136
3040100	Four Christmases	2008-11-26	Wide	Warner Bros.	Four-Christmases	2008	88	0	31069826	3310	3540	20236	1952798	28183197	283050	5295982	Contemporary Fiction	Original Screenplay	Live Action	Comedy	80000000	120146040	48165518	140964833		41790693	PG-13	for some sexual language and humor	Spyglass Entertainment			369436	64032	1386	5.7	14833
3060100	I Now Pronounce You Chuck and Larry	2007-07-20	Wide	Universal	I-Now-Pronounce-You-Chuck-and-Larry	2007	115	0	34233750	3495	3501	20549	4171755	69502546			Contemporary Fiction	Original Screenplay	Live Action	Comedy	85000000	119725280	65983182	146698270			PG-13	for crude sexual content throughout, nudity, language and drug references (Re-rated edited version)	Universal Pictures	Relativity Media	Happy Madison	762107	54004	842	6.1	46610
3130100	Hairspray	2007-07-20	Wide	New Line	Hairspray-(2007)	2007	115	0	27476745	3121	3121	22707	5410168	104204647			Historical Fiction	Remake	Live Action	Musical	75000000	118871849	84000000	145652571			PG	for language, some suggestive content and momentary teen smoking	New Line Cinema	Ingenious Film Partners	Zadan/Meron	427327	52975	1265	7.2	41646
3140100	The Break-Up	2006-06-02	Wide	Universal	Break-Up-The	2006	106	0	39172785	3070	3146	17503	3279477	52854244			Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	52000000	118703275	87024032	152773830			PG-13	for sexual content, some nudity and language	Wild West Picture Show			452594	45501	1336	5.9	38559
3160100	Blades of Glory	2007-03-30	Wide	Paramount Pictures	Blades-of-Glory	2007	93	0	33014202	3372	3467	22544	3220994	52975232			Contemporary Fiction	Original Screenplay	Live Action	Comedy	61000000	118245842	27000000	144885525			PG-13	for crude and sexual humor, language, a comic violent image and some drug references	DreamWorks Pictures	Red Hour Productions	Smart Entertainment	445934	52245	1627	6.5	52140
3230100	G-Force	2009-07-24	Wide	Walt Disney	G-Force	2009	87	0	31706934	3697	3697	23642	2379468	57040524	708771	14110573	Kids Fiction	Original Screenplay	Animation/Live Action	Adventure	150000000	119436770	173381071	134246932		21899075	PG	For some mild action and rude humor	Jerry Bruckheimer	Walt Disney Pictures		436339	70697		5.1	28892
3240100	Ocean's Thirteen	2007-06-08	Wide	Warner Bros.	Oceans-Thirteen	2007	122	1	36133403	3565	3565	19237	2953829	48389923			Contemporary Fiction	Remake	Live Action	Adventure	85000000	117144465	194600000	143536017	Ocean's Eleven		PG-13	for brief sensuality	Warner Bros.			496806	53322	740	6.9	77369
3310100	Ghost Rider	2007-02-16	Wide	Sony Pictures	Ghost-Rider	2007	110	0	45388836	3619	3620	20526	5020537	103882484			Super Hero	Based on Comic/Graphic Novel	Live Action	Action	120000000	115802596	113742993	141891838	Ghost Rider		PG-13	for horror violence and disturbing images.	Relativity Media	Columbia Pictures	Crystal Sky Pictures	259324	51077	1263	5.2	63607
3380100	Bolt	2008-11-21	Wide	Walt Disney	Bolt	2008	96	0	26223128	3651	3654	23124	5408398	94090999			Kids Fiction	Original Screenplay	Digital Animation	Comedy	150000000	114053759	213961450	133702498			PG	for some mild action and peril	Walt Disney Pictures	Walt Disney Animation Studios		397892	63859	741	7.4	32805
3460100	District 9	2009-08-14	Wide	Sony Pictures	District-9	2009	111	0	37354308	3049	3180	19030	2112865	35231658	1267497	22540238	Science Fiction	Original Screenplay	Animation/Live Action	Thriller/Suspense	30000000	115646235	96807196	129986368		37611360	R	for bloody violence and pervasive language	Wingnut Films			1136608	70286		8	451669
3500100	Inglourious Basterds	2009-08-21	Wide	Weinstein Co.	Inglourious-Basterds	2009	152	0	38054676	3165	3358	21510	4519851	69073515	1732118	32258368	Historical Fiction	Original Screenplay	Live Action	Action	70000000	120774594	196140670	135750642		36380120	R	For strong graphic violence, language and brief sexuality	A Band Apart	Zehnte Babelsberg		361748	68157		8.3	648491
3560100	Tropic Thunder	2008-08-13	Wide	Paramount Pictures	Tropic-Thunder	2008	106	0	25812796	3319	3473	21731	3244195	53423665			Contemporary Fiction	Original Screenplay	Live Action	Comedy	90000000	110461307	80629943	129755445			R	for pervasive language including sexual references, violent content and drug material	DreamWorks Pictures	Red Hour Productions	Goldcrest Films	942385	61132	451	7.2	105599
3590100	Bedtime Stories	2008-12-25	Wide	Walt Disney	Bedtime-Stories	2008	99	0	27450296	3681	3684	16776	3215280	54354105			Fantasy	Original Screenplay	Live Action	Comedy	80000000	110101975	111366960	128039679			PG	for some mild rude humor and mild language	Walt Disney Pictures	Happy Madison	Conman & Izzy	960731	65088	886	6.2	21091
3740100	Watchmen	2009-03-06	Wide	Warner Bros.	Watchmen	2009	161	0	55214334	3611	3611	15240	2760610	64770358	1848458	34429492	Super Hero	Based on Comic/Graphic Novel	Live Action	Action	138000000	107509799	76558558	120841015		3130765	R	for strong graphic violence, sexuality, nudity and language	Legendary Pictures	Lawrence Gordon	Lloyd Levin	409459	60684		7.6	325980
4040100	The Mummy: Tomb of the Dragon Emperor	2008-08-01	Wide	Universal	Mummy-Tomb-of-the-Dragon-Emperor-The	2008	111	1	40457770	3760	3778	17695	2939862	45685349			Fantasy	Remake	Live Action	Adventure	175000000	102277510	303268449	120335055	Mummy		PG-13	for adventure action and violence.				859163	60937	918	5.1	41844
4090100	Journey to the Center of the Earth	2008-07-11	Wide	Warner Bros.	Journey-to-the-Center-of-the-Earth-(2008)	2008	92	0	21018141	2811	2830	20338	2314624	32498092			Science Fiction	Based on Fiction Book/Short Story	Live Action	Adventure	45000000	101704370	141476567	119410562	Journey to the Center of the Earth		PG	for intense adventure action and some scary moments	New Line Cinema	Walden Media	Charlotte Huggins	373051	60514	1400	5.8	23973
4130100	Eagle Eye	2008-09-26	Wide	Paramount Pictures	Eagle-Eye	2008	117	0	29150721	3510	3614	23413	2375019	40923596			Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	80000000	101440743	76625826	119099082			PG-13	for intense sequences of action and violence, and for language.	DreamWorks Pictures	K/O Productions		1059786	62081	685	6.6	52789
4290100	Step Brothers	2008-07-25	Wide	Sony Pictures	Step-Brothers	2008	95	0	30940732	3094	3182	16251	4653952	69761084			Contemporary Fiction	Original Screenplay	Live Action	Comedy	65000000	100468793	28000000	117959877			R	for crude and sexual content, and pervasive language.	Columbia Pictures	Relativity Media	Judd Apatow	838283	60756	312	6.7	51381
4330100	Evan Almighty	2007-06-22	Wide	Universal	Evan-Almighty	2007	96	1	31192615	3604	3636	18982	2433092	38326088			Fantasy	Original Screenplay	Live Action	Comedy	175000000	100289690	73841639	122884017	Bruce Almighty		PG	for milde rude humor and some peril	Relativity Media	Spyglass Entertainment		413099	53993	1808	5.5	43435
4380100	You Don't Mess With the Zohan	2008-06-06	Wide	Sony Pictures	You-Don-t-Mess-With-the-Zohan	2008	113	0	38531374	3462	3466	16661	1891460	35452448			Contemporary Fiction	Original Screenplay	Live Action	Comedy	90000000	100018837	102892154	117431586			PG-13	for crude and sexual content throughout, language and nudity.	Columbia Pictures	Relativity Media	Happy Madison	960144	59900	908	5.7	53097
4430100	Meet the Robinsons	2007-03-30	Wide	Walt Disney	Meet-the-Robinsons	2007	96	0	25123781	3413	3435	22122	4659360	80019952			Science Fiction	Based on Fiction Book/Short Story	Digital Animation	Adventure	0	97822171	72730548	119860589		20722	G		Walt Disney Pictures	Dorothy McKim		396555	52287	1873	6.9	17710
4440100	Yes Man	2008-12-19	Wide	Warner Bros.	Yes-Man	2008	104	0	18262471	3434	3434	17323	1818705	30648198			Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	50000000	97690976	128300000	113787550			PG-13	for crude sexual humor, language and brief nudity	Warner Bros.	Village Roadshow Productions	Heyday Films	1068680	64969	560	7	62820
4460100	Public Enemies	2009-07-01	Wide	Universal	Public-Enemies	2009	140	0	25271675	3334	3336	15547	2179167	37288906	841351	16096146	Dramatization	Based on Fiction Book/Short Story	Live Action	Drama	102500000	97104620	115178089	109145587		41858120	R	for gangster violence and some language	Universal Pictures	Relativity Media	Forward Pass	1152836	69640		7	197335
4510100	Norbit	2007-02-09	Wide	Paramount Pictures	Norbit	2007	103	0	34195434	3136	3145	18941	2638087	45291052			Contemporary Fiction	Original Screenplay	Live Action	Comedy	0	95360247	63300000	116844023			PG-13	for crude and sexual humor, some nudity and language (re-rated from R after edits)	DreamWorks Pictures	John Davis		477051	50806	2741	3.7	22625
4580100	Beverly Hills Chihuahua	2008-10-03	Wide	Walt Disney	Beverly-Hills-Chihuahua	2008	91	0	29300465	3215	3239	22958	3809536	63608388			Fantasy	Original Screenplay	Live Action	Comedy	20000000	94514402	59703766	110932022	Beverly Hills Chihuahua		PG	for some mild thematic elements.	Walt Disney Pictures	Mandeville Films	Smart Entertainment	1014775	63540	2976	3.4	10007
4590100	He's Just Not That Into You	2009-02-06	Wide	Warner Bros.	Hes-Just-Not-That-Into-You	2009	129	0	27785487	3175	3175	19756	2378727	30863468			Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Romantic Comedy	40000000	93953653	87100004	105603908		461115	PG-13	for sexual content and brief strong language	New Line Cinema	Flower Film		1001508	66203		6.4	113309
4830100	Scary Movie 4	2006-04-14	Wide	Weinstein/Dimension	Scary-Movie-4	2006		1	40222875	3602	3673	18273	1722035	23474415			Contemporary Fiction	Original Screenplay	Live Action	Comedy	40000000	90710620	88000000	116746640	Scary Movie		PG-13	for crude and sexual humor throughout, some comic violence and language				362120	44972	1247	5	39764
4840100	The Game Plan	2007-09-28	Wide	Walt Disney	Game-Plan-The	2007	110	0	22950971	3103	3342	25033	3200304	52657130			Contemporary Fiction	Original Screenplay	Live Action	Comedy	22000000	90648202	55942785	111010758			PG	for some mild thematic elements	Walt Disney Pictures	Mayhem Pictures		492956	55250	2504	6.3	15072
4880100	High School Musical 3: Senior Year	2008-10-24	Wide	Walt Disney	High-School-Musical-3-Senior-Year	2008		1	42030184	3623	3626	19839	3592043	61755174			Contemporary Fiction	Based on TV	Live Action	Musical	11000000	90559416	183833464	106308538	High School Musical		G					962726	62912	2461	3.7	18678
4890100	Madea Goes To Jail	2009-02-20	Wide	Lionsgate	Madea-Goes-To-Jail-(2009)	2009	103	0	41030947	2032	2203	12515	1863138	30351173			Contemporary Fiction	Based on Play	Live Action	Comedy	17500000	90508336	0	101731369	Madea	403617	PG-13	for thematic material, drug content, some violence and sexual situations	Tyler Perry Studios	Reuben Cannon Productions	Lionsgate	1142800	66659		4	8785
4960100	Julie & Julia	2009-08-07	Wide	Sony Pictures	Julie-and-Julia	2009	122	0	20027956	2354	2528	20538	3552099	51262302	302125	4679565	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	40000000	94125426	32520693	105796972		24012743	PG-13	for brief strong language and some sensuality	Columbia Pictures	Easy There Tiger	Amy Robinson	49388	43626			
5010100	Failure to Launch	2006-03-10	Wide	Paramount Pictures	Failure-to-Launch	2006	97	0	24411322	3057	3202	20843	3748527	41413455			Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	50000000	88715192	39687709	114178483			PG-13	for sexual content, partial nudity and language.	Scott Rudin	Aversano Films		427229	44004	1652	5.6	20412
5020100	Inside Man	2006-03-24	Wide	Universal	Inside-Man	2006	128	0	28954945	2818	2867	16581	4311484	44928129			Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	50000000	88513495	97164028	113918889	Inside Man	437222	R	for language and some violent images	Universal Pictures	Imagine Entertainment	Brian Grazer Productions	454848	44199	907	7.7	86747
5030100	The Ugly Truth	2009-07-24	Wide	Sony Pictures	Ugly-Truth-The	2009	95	0	27605576	2882	2975	16502	2148568	31934968	140965	3059843	Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	38000000	88915214	116383693	99940693		38334717	R	for sexual content and language	Columbia Pictures	Relativity Media	Lakeshore Entertainment	1142988	70183		6.5	132582
5110100	The Pineapple Express	2008-08-06	Wide	Sony Pictures	Pineapple-Express-The	2008	112	0	23245025	3072	3072	14429	3046995	48837715			Contemporary Fiction	Original Screenplay	Live Action	Comedy	26000000	87341380	15062639	102547047		176647	R	for pervasive language, drug use, sexual references and violence	Columbia Pictures	Relativity Media	Judd Apatow	910936	61024	309	7.1	77042
5270100	Open Season	2006-09-29	Wide	Sony Pictures	Open-Season-(2006)	2006	86	0	23624548	3833	3833	22091	5862629	97301778			Kids Fiction	Original Screenplay	Digital Animation	Adventure	85000000	84325668	106826899	108529059	Open Season		PG	for some rude humor, mild action and brief language	Columbia Pictures	Sony Pictures Animation		400717	48414	2821	6.1	14374
5300100	The Santa Clause 3: The Escape Clause	2006-11-03	Wide	Walt Disney	Santa-Clause-3-The-Escape-Clause-The	2006		1	19504038	3458	3458	22023	4299580	77158306			Kids Fiction	Original Screenplay	Live Action	Comedy	0	84500122	23000000	108694869	Santa Clause		G					452681	49013	6534	4	6167
5440100	Valkyrie	2008-12-25	Wide	United Artists	Valkyrie	2008	120	0	21027007	2711	2838	13292	1784741	32601715			Dramatization	Based on Real Life Events	Live Action	Thriller/Suspense	90000000	83077762	120824345	96455647			PG-13	for violence and brief strong language	Metro-Goldwyn-Mayer Pictures	United Artistic Group	Bad Hat Harry Productions	985699	64983	779	7.3	54861
5470100	Charlotte's Web	2006-12-15	Wide	Paramount Pictures	Charlottes-Web	2006	97	0	11457353	3566	3745	23447	6170473	94661045			Fantasy	Based on Fiction Book/Short Story	Live Action	Drama	82500000	82599768	61000000	104451671			G		Nickelodeon Films	Walden Media	Paramount Pictures	413895	49647	3334	6.7	8077
5560100	Bridge to Terabithia	2007-02-16	Wide	Walt Disney	Bridge-to-Terabithia	2007	94	0	22564612	3139	3210	20543	2725238	41497347			Fantasy	Based on Fiction Book/Short Story	Live Action	Drama	25000000	82234139	55750649	100760721			PG	for thematic elements including bullying, some peril and mild language.	Walt Disney Pictures	Walden Media	Hal Lieberman Company	398808	50601	1577	7.3	34646
5570100	The Pink Panther	2006-02-10	Wide	Sony Pictures	Pink-Panther-The-(2006)	2006		1	20220412	3477	3477	20004	1580977	23233504			Historical Fiction		Live Action	Comedy	80000000	82226474	76700000	105827354	Pink Panther		PG	for occasional crude and suggestive humor and language.				383216	43836	2563	5.1	28634
5580100	Beowulf	2007-11-16	Wide	Paramount Pictures	Beowulf	2007		0	27515871	3153	3249	15703	2147970	38801534			Fantasy	Based on Fiction Book/Short Story	Digital Animation	Adventure	150000000	82195215	112800000	100762568			PG-13	for intense sequences of violence including disturbing images, some sexual material and nudity	Paramount Pictures	Shangri-La Entertainment	ImageMovers	442933	55995	708	6.6	62908
5600100	Eight Below	2006-02-17	Wide	Walt Disney	Eight-Below	2006	120	0	20188176	3066	3122	20681	4118879	104910627			Contemporary Fiction	Remake	Live Action	Adventure	40000000	81612565	39000000	105037235			PG	for some peril and brief mild language.	Walt Disney Pictures	Spyglass Entertainment	Mandeville Films	397313	43917	2996	7.3	17809
